Rooms,Price,Distance,Landsize,BuildingArea
3,1055000.0,5.8,382.0,140.0
2,548000.0,5.8,0.0,68.0
3,1500000.0,5.8,0.0,126.0
2,600000.0,5.8,0.0,75.0
3,1510000.0,5.8,453.0,
2,545000.0,5.8,0.0,77.0
3,1145000.0,5.8,590.0,
3,1375000.0,5.8,496.0,122.0
2,1000000.0,1.6,128.0,
3,1252000.0,1.6,0.0,137.0
2,810000.0,1.6,0.0,71.0
2,692000.0,1.6,0.0,
4,1780000.0,1.6,186.0,
1,947500.0,1.6,87.0,66.0
2,1460000.0,1.6,0.0,105.0
3,1520000.0,1.6,0.0,
2,880000.0,1.6,0.0,105.0
4,3310000.0,1.6,337.0,291.0
3,1481000.0,1.6,138.0,
3,2200000.0,1.6,187.0,
3,1250000.0,1.6,113.0,105.0
2,1440000.0,1.6,95.0,
2,1315000.0,1.6,141.0,
4,1950000.0,1.6,177.0,152.0
1,597000.0,1.6,0.0,
2,650000.0,1.6,0.0,
1,465000.0,1.6,0.0,52.0
4,1620000.0,1.6,132.0,165.0
3,1600000.0,1.6,261.0,
3,850000.0,1.6,2782.0,115.0
2,790000.0,1.6,0.0,
2,1122000.0,1.6,106.0,101.0
2,660000.0,1.6,0.0,
2,1300000.0,1.6,157.0,110.0
1,420000.0,1.6,782.0,42.0
2,715000.0,1.6,0.0,74.0
1,458000.0,1.6,0.0,62.0
2,800000.0,1.6,64.0,138.0
2,710000.0,1.6,0.0,90.0
2,630000.0,1.6,0.0,70.0
4,4011000.0,1.6,286.0,275.0
2,677000.0,1.6,67.0,
2,700000.0,3.5,4332.0,85.0
2,860000.0,3.5,104.0,70.0
2,870000.0,3.5,107.0,64.0
2,1116000.0,3.5,152.0,
4,1450000.0,3.5,266.0,175.0
2,930000.0,3.5,2778.0,3558.0
2,700000.0,3.5,4296.0,
3,2170000.0,3.5,177.0,
1,358500.0,3.5,0.0,40.0
3,1000000.0,3.5,249.0,
2,770000.0,3.5,134.0,151.0
2,1008000.0,3.5,150.0,77.0
3,1015000.0,3.5,112.0,145.0
3,1371000.0,3.5,197.0,128.0
2,1054000.0,3.5,0.0,
2,1055000.0,3.5,122.0,
2,720000.0,3.5,4296.0,
3,1286000.0,3.5,275.0,116.0
3,1655000.0,3.5,176.0,
3,1181000.0,3.5,148.0,
3,1600000.0,3.5,188.0,129.0
5,2875000.0,3.5,818.0,
2,990000.0,3.5,145.0,
4,1950000.0,3.5,233.0,216.0
4,3400000.0,3.5,445.0,175.0
4,1785000.0,3.5,188.0,165.0
2,1315000.0,3.5,143.0,
2,1210000.0,3.5,223.0,118.0
3,1275000.0,3.5,104.0,110.0
3,1141000.0,3.5,378.0,
2,1255000.0,3.5,148.0,
3,1700000.0,3.5,240.0,
2,1290000.0,3.5,136.0,92.0
2,750000.0,3.5,0.0,95.0
3,674000.0,3.5,0.0,
2,675000.0,3.5,0.0,92.0
4,1700000.0,3.5,127.0,209.0
2,875000.0,3.5,106.0,
3,1080000.0,3.5,77.0,133.0
3,1851000.0,3.5,225.0,
2,1222500.0,3.5,487.0,105.0
1,330000.0,3.5,0.0,
2,1232000.0,3.5,0.0,
1,899000.0,3.5,153.0,
3,2300000.0,3.5,475.0,
2,937500.0,3.5,100.0,72.0
3,1710000.0,3.5,357.0,
3,1600000.0,3.5,370.0,
3,1300000.0,3.5,203.0,110.0
4,2300000.0,3.5,197.0,
2,490000.0,3.5,4296.0,
3,1300000.0,3.5,127.0,135.0
3,1300000.0,3.5,309.0,
3,2150000.0,3.5,202.0,307.0
3,775000.0,3.5,0.0,
3,1581000.0,3.5,193.0,132.0
2,602000.0,3.5,0.0,48.0
2,650000.0,3.5,0.0,75.0
2,1283000.0,3.5,204.0,
3,1450000.0,3.5,118.0,103.0
2,1325000.0,3.5,160.0,
2,865500.0,4.4,168.0,
2,365000.0,4.4,0.0,60.0
1,380000.0,4.4,2077.0,
2,425000.0,4.4,0.0,63.0
1,280000.0,4.4,0.0,
3,870000.0,4.4,167.0,
2,391000.0,4.4,0.0,59.0
2,715000.0,4.4,0.0,
3,1130000.0,4.4,294.0,140.0
3,1110000.0,4.4,272.0,131.0
2,950000.0,4.4,193.0,
2,918000.0,4.4,136.0,78.0
2,730000.0,4.4,140.0,98.0
2,360000.0,4.4,0.0,
2,855000.0,4.4,225.0,85.0
2,860000.0,4.4,202.0,
3,1012000.0,4.4,212.0,102.0
3,885000.0,4.4,162.0,
3,1315000.0,4.4,313.0,20.0
4,1700000.0,4.4,616.0,
3,1205000.0,4.4,0.0,
2,395000.0,4.4,0.0,60.0
2,476000.0,4.4,0.0,
1,250000.0,4.4,0.0,
2,556000.0,4.4,0.0,79.0
2,845000.0,4.4,0.0,
1,345000.0,4.4,0.0,46.0
3,1100000.0,4.4,179.0,150.0
2,957000.0,4.4,165.0,
3,991000.0,4.4,402.0,
3,850000.0,4.4,162.0,
1,395000.0,4.4,818.0,50.0
2,350000.0,4.4,0.0,
3,1115000.0,4.4,244.0,84.0
2,420500.0,4.4,0.0,52.0
3,585000.0,6.4,259.0,
1,85000.0,6.4,0.0,
4,1225000.0,6.4,319.0,130.0
2,431000.0,6.4,0.0,
3,1003000.0,6.4,292.0,98.0
3,840000.0,6.4,164.0,93.0
3,1362000.0,6.4,497.0,156.0
4,977000.0,6.4,154.0,161.0
1,216000.0,6.4,0.0,50.0
3,876000.0,6.4,204.0,106.0
1,227000.0,6.4,0.0,52.0
4,841000.0,6.4,250.0,160.0
2,605000.0,6.4,2794.0,87.0
2,305000.0,6.4,47.0,35.0
2,480000.0,6.4,556.0,75.0
1,357000.0,6.4,0.0,
3,910000.0,6.4,361.0,118.0
1,291000.0,6.4,665.0,46.0
2,375000.0,6.4,0.0,
2,752000.0,6.4,215.0,98.0
3,1155000.0,6.4,585.0,120.0
3,930000.0,6.4,413.0,
2,490000.0,6.4,0.0,
3,853000.0,6.4,0.0,141.0
4,1290000.0,6.4,411.0,
3,480000.0,6.4,0.0,90.0
4,775000.0,6.4,277.0,87.0
2,900000.0,6.4,210.0,
2,281000.0,6.4,0.0,65.0
4,1300000.0,6.4,0.0,190.0
3,714000.0,6.4,164.0,3.0
3,775000.0,6.4,197.0,
2,950000.0,6.4,657.0,92.0
3,674000.0,6.4,8680.0,
3,760000.0,6.4,265.0,115.0
2,420000.0,6.4,0.0,75.0
2,560000.0,6.4,111.0,
2,575000.0,6.4,162.0,
4,1100000.0,6.4,633.0,
3,932000.0,6.4,451.0,130.0
3,780000.0,6.4,323.0,129.0
2,295000.0,6.4,0.0,69.0
2,433000.0,6.4,0.0,66.0
2,410000.0,6.4,65.0,80.0
2,1170000.0,6.4,184.0,103.0
1,375000.0,6.4,0.0,50.0
2,615000.0,6.4,207.0,
3,747000.0,6.4,246.0,120.0
1,275000.0,6.4,0.0,
3,1045000.0,6.4,384.0,
3,775000.0,6.4,242.0,99.0
2,571000.0,6.4,0.0,78.0
2,310000.0,6.4,0.0,
1,305000.0,6.4,59.0,70.0
3,860500.0,6.4,322.0,228.0
3,820000.0,6.4,122.0,
1,210000.0,6.4,0.0,
3,875000.0,6.4,262.0,92.0
2,370000.0,6.4,0.0,75.0
2,711000.0,6.4,253.0,90.0
3,665000.0,6.4,0.0,
2,690500.0,6.4,212.0,98.0
2,747000.0,6.4,320.0,94.0
2,858000.0,6.4,313.0,93.0
4,699000.0,6.4,0.0,126.0
2,835000.0,6.4,222.0,109.0
2,661000.0,6.4,132.0,83.0
2,757500.0,6.4,258.0,108.0
1,282000.0,6.4,1783.0,42.0
3,699000.0,6.4,125.0,113.0
3,850000.0,6.4,190.0,99.0
2,315000.0,6.4,882.0,74.0
3,740000.0,6.4,211.0,94.0
2,360000.0,6.4,0.0,
3,980000.0,6.4,196.0,154.0
3,561000.0,6.4,0.0,
2,316000.0,6.4,0.0,55.0
2,800000.0,6.4,260.0,
2,760000.0,6.4,130.0,70.0
3,735000.0,6.4,112.0,168.0
2,823000.0,6.4,238.0,
4,1225000.0,6.4,319.0,130.0
2,296000.0,6.4,0.0,
3,886500.0,6.4,268.0,
3,767500.0,6.4,458.0,98.0
2,395000.0,6.4,0.0,79.0
4,815000.0,6.4,369.0,151.0
3,757000.0,6.4,102.0,102.0
4,1450000.0,6.4,799.0,160.0
2,745000.0,6.4,355.0,74.0
2,716000.0,6.4,274.0,275.0
3,1735000.0,9.2,680.0,170.0
2,1699000.0,9.2,653.0,
4,3400000.0,9.2,856.0,265.0
5,3730000.0,9.2,919.0,353.0
4,1800000.0,9.2,868.0,217.0
4,1998000.0,9.2,739.0,183.0
2,671000.0,9.2,0.0,85.0
4,3110000.0,9.2,1318.0,
3,1780000.0,9.2,627.0,
3,1425000.0,9.2,217.0,163.0
3,1530000.0,9.2,753.0,118.0
4,1900000.0,9.2,708.0,323.0
2,1500000.0,9.2,660.0,
3,1360000.0,9.2,704.0,134.0
5,2175000.0,9.2,619.0,327.0
4,2325000.0,9.2,638.0,314.0
4,2538000.0,9.2,630.0,314.0
4,2300000.0,9.2,1258.0,254.0
2,550000.0,9.2,0.0,63.0
3,1600000.0,9.2,704.0,134.0
3,2100000.0,9.2,904.0,
3,2115000.0,9.2,745.0,157.0
3,1700000.0,9.2,625.0,188.0
4,3500000.0,9.2,859.0,
3,1750000.0,9.2,652.0,
3,967500.0,9.2,233.0,
4,2077000.0,9.2,553.0,143.0
4,2850000.0,9.2,1184.0,305.0
2,411000.0,9.2,0.0,65.0
3,1222000.0,9.2,215.0,
4,1550000.0,9.2,662.0,
3,1660000.0,9.2,297.0,
6,2250000.0,9.2,650.0,
3,1162000.0,9.2,281.0,
4,2020000.0,9.2,630.0,351.0
2,845000.0,9.2,207.0,
3,1510000.0,9.2,370.0,
4,2010000.0,9.2,659.0,212.0
4,2975000.0,9.2,0.0,30.0
2,585000.0,9.2,0.0,
3,1275000.0,9.2,669.0,
1,452000.0,9.2,63.0,52.0
3,1625000.0,9.2,365.0,
4,1800000.0,9.2,743.0,
3,1820000.0,9.2,650.0,136.0
1,291000.0,9.2,1097.0,38.0
2,710000.0,9.2,123.0,
4,2376000.0,9.2,652.0,230.0
2,1020000.0,9.2,251.0,
3,1456000.0,9.2,504.0,142.0
3,1875000.0,9.2,607.0,
3,1430000.0,9.2,385.0,255.0
6,2300000.0,9.2,0.0,
1,345000.0,9.2,745.0,44.0
5,2000000.0,9.2,696.0,248.0
4,1550000.0,9.2,769.0,
3,1625000.0,9.2,1005.0,
2,480000.0,9.2,0.0,
2,585000.0,9.2,84.0,84.0
5,1960000.0,9.2,650.0,
4,1700000.0,9.2,650.0,266.0
2,680000.0,9.2,0.0,
3,1220000.0,9.2,278.0,
3,1375000.0,9.2,328.0,176.0
2,920000.0,9.2,334.0,115.0
2,382000.0,9.2,1069.0,33.0
2,545000.0,9.2,0.0,
4,1350000.0,9.2,342.0,
2,1280000.0,9.2,412.0,123.0
3,1825000.0,9.2,652.0,
5,2825000.0,9.2,802.0,206.0
3,2825000.0,9.2,885.0,217.0
4,1825000.0,9.2,366.0,26.0
1,328000.0,9.2,0.0,
4,2016000.0,9.2,733.0,
5,3085000.0,9.2,778.0,326.0
3,1710000.0,9.2,557.0,
3,1770000.0,9.2,603.0,
3,1765000.0,9.2,650.0,
2,511000.0,9.2,0.0,
3,2000000.0,9.2,821.0,
2,1600000.0,9.2,718.0,184.0
3,1880000.0,9.2,668.0,
5,2352500.0,9.2,642.0,336.0
5,3860000.0,9.2,830.0,520.0
4,2625000.0,9.2,840.0,326.0
2,856500.0,9.2,0.0,
5,1650000.0,9.2,400.0,
2,600000.0,9.2,0.0,1143.0
2,690000.0,9.2,166.0,
3,1200000.0,9.2,541.0,
4,3010000.0,9.2,677.0,
2,785000.0,9.2,0.0,
4,1950000.0,9.2,775.0,155.0
3,2200000.0,9.2,700.0,142.0
3,1751000.0,9.2,609.0,140.0
4,1857000.0,9.2,548.0,205.0
1,375000.0,9.2,602.0,
2,720000.0,9.2,0.0,74.0
3,1500000.0,9.2,401.0,107.0
4,2725000.0,9.2,603.0,246.0
2,1723000.0,9.2,553.0,
2,529500.0,9.2,0.0,
3,2800000.0,9.2,762.0,153.0
3,1665000.0,9.2,685.0,143.0
2,600000.0,9.2,0.0,80.0
3,1420000.0,9.2,615.0,607.0
3,1550000.0,9.2,307.0,
1,420000.0,9.2,805.0,
4,1920000.0,9.2,706.0,
5,2100000.0,9.2,696.0,
5,2410000.0,9.2,654.0,354.0
4,2100000.0,9.2,645.0,216.0
4,2950000.0,9.2,1485.0,295.0
2,390000.0,9.2,0.0,
5,3365000.0,9.2,1339.0,270.0
4,1390000.0,9.2,397.0,
4,1802000.0,9.2,394.0,
3,1310000.0,9.2,464.0,
3,1931000.0,9.2,648.0,193.0
4,2000000.0,9.2,401.0,
2,1250000.0,9.2,438.0,107.0
5,2400000.0,9.2,709.0,672.0
2,460000.0,9.2,0.0,
3,610000.0,13.0,696.0,118.0
3,610000.0,13.0,640.0,144.0
3,555000.0,13.0,244.0,3.0
3,500000.0,13.0,336.0,
3,806500.0,13.0,766.0,127.0
5,1150000.0,13.0,700.0,
5,850000.0,13.0,487.0,
4,550000.0,13.0,683.0,138.0
3,822000.0,13.0,700.0,105.0
3,980000.0,13.0,1029.0,136.0
3,670000.0,13.0,652.0,
2,430000.0,13.0,164.0,100.0
2,852500.0,13.0,832.0,
4,1025000.0,13.0,1011.0,
2,540000.0,13.0,164.0,114.0
2,530000.0,13.0,643.0,
3,721000.0,13.0,674.0,
3,737000.0,13.0,640.0,97.0
3,575500.0,13.0,701.0,
3,600000.0,13.0,702.0,
3,460000.0,13.0,224.0,3.0
3,370000.0,13.0,259.0,
3,691000.0,13.0,753.0,
3,500000.0,13.0,589.0,
3,545000.0,13.0,136.0,130.0
3,670000.0,13.0,734.0,140.0
3,572000.0,13.0,627.0,
4,702000.0,13.0,606.0,124.0
2,730000.0,13.0,705.0,115.0
3,711500.0,13.0,667.0,81.0
3,820000.0,13.0,805.0,
5,810000.0,13.0,695.0,176.0
2,250000.0,13.0,0.0,61.0
3,460000.0,13.0,325.0,106.0
3,793000.0,13.0,780.0,120.0
2,340000.0,13.0,0.0,74.0
3,596000.0,13.0,624.0,
3,447500.0,13.0,320.0,130.0
3,588000.0,13.0,616.0,125.0
3,420000.0,13.0,0.0,96.0
2,410000.0,13.0,200.0,81.0
3,688000.0,13.0,700.0,
3,612500.0,13.0,635.0,
3,525000.0,13.0,665.0,85.0
3,703000.0,13.0,704.0,102.0
4,608000.0,13.0,252.0,150.0
5,705000.0,13.0,612.0,
2,320500.0,13.0,3056.0,
3,577000.0,13.0,706.0,
2,230000.0,13.0,1996.0,
4,607000.0,13.0,0.0,131.0
3,765500.0,13.0,780.0,180.0
3,470000.0,13.0,187.0,99.0
3,482500.0,13.0,265.0,
3,580000.0,13.0,650.0,142.0
2,434500.0,13.0,125.0,
2,620250.0,13.0,253.0,91.0
3,710000.0,13.0,796.0,104.0
4,630000.0,13.0,630.0,130.0
2,420000.0,13.0,307.0,
3,600000.0,13.0,541.0,139.0
3,550000.0,13.0,212.0,129.0
3,460000.0,13.0,190.0,
4,600000.0,13.0,586.0,159.0
4,1217500.0,13.0,693.0,192.0
3,600000.0,13.0,599.0,150.0
3,570000.0,13.0,585.0,146.0
4,655000.0,13.0,695.0,
3,500000.0,13.0,677.0,
3,762700.0,13.0,597.0,100.0
2,465000.0,13.0,176.0,89.0
2,741250.0,13.0,668.0,88.0
2,488500.0,13.0,190.0,2.0
4,787500.0,13.0,650.0,
2,442000.0,13.0,245.0,
4,1000000.0,13.0,977.0,304.0
2,726335.0,13.0,590.0,
4,630000.0,13.0,602.0,180.0
3,670000.0,13.0,705.0,135.0
2,417000.0,13.0,172.0,77.0
3,600000.0,13.0,258.0,143.0
3,440000.0,13.0,215.0,121.0
3,501000.0,13.0,348.0,
3,660000.0,13.0,657.0,116.0
3,722000.0,13.0,781.0,
2,270000.0,13.0,155.0,155.0
4,825000.0,13.0,768.0,194.0
4,638000.0,13.0,624.0,258.0
3,631000.0,13.6,608.0,138.0
3,532000.0,13.6,149.0,19.0
3,500000.0,13.6,140.0,
3,504000.0,13.6,215.0,139.0
3,468000.0,13.6,178.0,138.0
4,802500.0,13.6,0.0,264.0
4,709000.0,13.6,453.0,213.0
3,700000.0,13.6,691.0,
3,485000.0,13.6,175.0,134.0
3,540000.0,13.6,367.0,141.0
3,390000.0,13.6,158.0,136.0
4,800000.0,13.6,719.0,251.0
3,525000.0,13.6,223.0,
4,740000.0,13.6,453.0,213.0
3,605000.0,12.1,597.0,116.0
3,685500.0,12.1,724.0,103.0
2,610000.0,12.1,394.0,98.0
3,630000.0,12.1,604.0,112.0
4,870000.0,12.1,591.0,268.0
3,810000.0,12.1,592.0,129.0
3,840000.0,12.1,608.0,
5,585000.0,12.1,590.0,
4,772500.0,12.1,595.0,
3,465000.0,12.1,225.0,
3,719000.0,12.1,692.0,
2,487000.0,12.1,198.0,96.0
4,700000.0,12.1,700.0,168.0
4,600500.0,12.1,462.0,161.0
3,730000.0,12.1,570.0,134.0
3,800000.0,12.1,565.0,116.0
4,918000.0,12.1,763.0,
3,750000.0,12.1,301.0,251.0
3,740000.0,12.1,568.0,115.0
3,721000.0,12.1,539.0,
3,646000.0,12.1,574.0,106.0
3,545000.0,12.1,230.0,113.0
3,770000.0,12.1,700.0,
4,777000.0,12.1,700.0,176.0
2,722000.0,12.1,580.0,103.0
2,545000.0,12.1,591.0,102.0
3,510000.0,12.1,234.0,115.0
2,542500.0,12.1,359.0,
3,631500.0,12.1,593.0,95.0
4,750074.0,12.1,302.0,
3,591000.0,12.1,557.0,
3,550000.0,12.1,610.0,142.0
2,330000.0,12.1,249.0,2.0
5,800000.0,12.1,808.0,
3,725000.0,12.1,560.0,
4,815000.0,12.1,672.0,
2,715888.0,12.1,613.0,92.0
4,650000.0,12.1,588.0,
2,468000.0,12.1,137.0,110.0
3,1102000.0,12.1,1020.0,
2,515000.0,12.1,345.0,79.0
3,716000.0,12.1,594.0,
2,640000.0,12.1,612.0,
2,460000.0,12.1,360.0,
2,895000.0,13.7,228.0,87.0
2,587000.0,13.7,0.0,74.0
4,2800000.0,13.7,701.0,320.0
2,720000.0,13.7,832.0,
4,3250000.0,13.7,928.0,300.0
4,2140000.0,13.7,688.0,187.0
4,1600000.0,13.7,607.0,242.0
3,2200000.0,13.7,1402.0,
3,1003500.0,13.7,289.0,109.0
2,802000.0,13.7,0.0,85.0
4,1500000.0,13.7,692.0,
4,1686500.0,13.7,664.0,
5,1400000.0,13.7,434.0,168.0
3,1560000.0,13.7,593.0,125.0
2,680000.0,13.7,0.0,78.0
3,1715000.0,13.7,765.0,
2,760000.0,13.7,90.0,86.0
2,616000.0,13.7,0.0,104.0
4,1680000.0,13.7,723.0,90.0
5,2520000.0,13.7,661.0,
2,890000.0,13.7,181.0,
3,1120000.0,13.7,373.0,113.0
4,3200000.0,13.7,760.0,325.0
4,1250000.0,13.7,398.0,220.0
4,2420000.0,13.7,560.0,
4,2000000.0,13.7,615.0,248.0
4,2880000.0,13.7,687.0,
5,1805000.0,13.7,700.0,224.0
4,1460000.0,13.7,487.0,
3,1403000.0,13.7,495.0,
3,1682000.0,13.7,767.0,
4,1875000.0,13.7,685.0,
4,2600000.0,13.7,1504.0,162.0
2,685000.0,13.7,0.0,
4,2400000.0,13.7,663.0,
5,3470000.0,13.7,670.0,413.0
2,1615000.0,13.7,801.0,
4,1450000.0,13.7,450.0,
2,786000.0,13.7,162.0,
2,742000.0,13.7,245.0,
3,1050000.0,13.7,357.0,120.0
2,1690000.0,13.7,319.0,
3,810000.0,13.7,195.0,115.0
3,1460000.0,13.7,413.0,137.0
3,1620000.0,13.7,783.0,
3,1420000.0,13.7,277.0,
4,2400000.0,13.7,802.0,
5,3075000.0,13.7,830.0,204.0
5,3201000.0,13.7,760.0,
2,875500.0,13.7,225.0,118.0
3,1400000.0,13.7,211.0,
3,1457500.0,13.7,0.0,
5,2600000.0,13.7,1000.0,324.0
2,1465000.0,13.7,581.0,
5,1705000.0,13.7,648.0,364.0
3,1610000.0,13.7,569.0,
2,750000.0,13.7,153.0,
3,1320000.0,13.7,320.0,
2,896000.0,13.7,677.0,
3,1450000.0,13.7,413.0,
2,898000.0,13.7,266.0,
4,1515000.0,13.7,611.0,613.0
5,2980000.0,13.7,694.0,323.0
4,2200000.0,13.7,583.0,305.0
1,500000.0,13.7,0.0,
3,1100000.0,13.7,355.0,140.0
2,800000.0,13.7,282.0,
4,3325000.0,13.7,627.0,303.0
2,691000.0,13.7,0.0,
2,450000.0,13.7,0.0,70.0
2,738000.0,13.7,3414.0,
3,1140000.0,13.7,224.0,
2,500000.0,13.7,0.0,61.0
4,1460000.0,13.7,562.0,228.0
4,2800000.0,13.7,1093.0,
3,820000.0,13.7,0.0,
2,915500.0,13.7,0.0,148.0
4,1740000.0,13.7,414.0,209.0
1,2450000.0,13.7,994.0,
4,1800000.0,13.7,667.0,184.0
4,2160000.0,13.7,577.0,231.0
3,1800000.0,13.7,920.0,
3,2439500.0,13.7,662.0,
4,2250000.0,13.7,647.0,260.0
4,2130000.0,13.7,714.0,188.0
2,400000.0,14.5,0.0,75.0
3,952000.0,14.5,246.0,
3,1255000.0,14.5,614.0,
3,1020000.0,14.5,221.0,171.0
3,926000.0,14.5,393.0,140.0
3,1070000.0,14.5,583.0,106.0
2,801000.0,14.5,217.0,107.0
3,1150000.0,14.5,0.0,3.0
2,472000.0,14.5,215.0,68.0
3,1471000.0,14.5,732.0,
2,830000.0,14.5,658.0,
3,1195000.0,14.5,601.0,
3,1300000.0,14.5,586.0,150.0
4,1416000.0,14.5,575.0,
4,1200000.0,14.5,0.0,154.0
3,865000.0,14.5,317.0,
4,1650000.0,4.6,317.0,210.0
3,5100000.0,4.6,1038.0,
4,2670000.0,4.6,336.0,235.0
3,1480000.0,4.6,228.0,116.0
1,348000.0,4.6,0.0,53.0
1,320000.0,4.6,0.0,
3,1189000.0,4.6,181.0,122.0
2,610000.0,4.6,85.0,82.0
2,575000.0,4.6,0.0,
2,600000.0,4.6,0.0,
1,492000.0,4.6,0.0,63.0
2,891000.0,4.6,1585.0,
2,806000.0,4.6,0.0,64.0
2,1155000.0,4.6,235.0,
3,2000000.0,4.6,460.0,176.0
2,500000.0,4.6,0.0,
2,753000.0,4.6,0.0,88.0
1,330000.0,4.6,0.0,52.0
3,1420000.0,4.6,218.0,108.0
3,956000.0,4.6,189.0,
2,418000.0,4.6,1056.0,
2,495000.0,4.6,0.0,60.0
2,525000.0,4.6,0.0,
1,292000.0,4.6,0.0,56.0
2,430000.0,4.6,1997.0,
1,365000.0,4.6,0.0,
2,580000.0,4.6,1089.0,76.0
3,1300000.0,4.6,341.0,155.0
3,1300000.0,4.6,232.0,90.0
2,575000.0,4.6,0.0,
1,335000.0,4.6,3132.0,
2,440000.0,4.6,0.0,52.0
3,1000000.0,4.6,0.0,145.0
4,2610000.0,4.6,0.0,
3,1741000.0,4.6,383.0,109.0
3,2325000.0,4.6,373.0,
2,545000.0,4.6,0.0,
2,655000.0,4.6,0.0,78.0
2,2920000.0,4.6,791.0,
1,488000.0,4.6,0.0,57.0
3,1510000.0,4.6,264.0,
1,450000.0,4.6,0.0,
3,2065000.0,4.6,351.0,150.0
1,350000.0,4.6,0.0,51.0
2,645000.0,4.6,0.0,
3,1400000.0,4.6,299.0,
3,1712000.0,4.6,342.0,130.0
2,520000.0,4.6,0.0,
1,480000.0,4.6,0.0,50.0
2,630000.0,4.6,71.0,
4,3225000.0,4.6,665.0,220.0
2,517000.0,4.6,0.0,
1,320000.0,4.6,0.0,
2,1828500.0,4.6,243.0,
1,400000.0,4.6,0.0,41.0
4,1650000.0,4.6,207.0,180.0
5,3950000.0,4.6,1236.0,340.0
2,587500.0,4.6,1099.0,72.0
2,560000.0,4.6,0.0,70.0
4,1936000.0,4.6,218.0,173.0
5,4250000.0,4.6,1275.0,435.0
5,3500000.0,4.6,740.0,5.0
2,487500.0,4.6,0.0,
3,630000.0,4.6,0.0,75.0
3,1560000.0,4.6,198.0,148.0
2,2265000.0,4.6,460.0,
3,840000.0,4.6,0.0,88.0
3,1780000.0,4.6,88.0,178.0
2,605000.0,4.6,0.0,
2,535000.0,4.6,1228.0,
2,815000.0,4.6,0.0,93.0
3,1975000.0,4.6,0.0,196.0
2,445000.0,4.6,0.0,
2,663000.0,4.6,0.0,
2,657500.0,4.6,728.0,73.0
4,5050000.0,4.6,905.0,373.0
1,445000.0,4.6,0.0,52.0
2,750000.0,4.6,747.0,
3,1180000.0,4.6,218.0,92.0
2,470000.0,4.6,0.0,70.0
2,485000.0,4.6,0.0,76.0
1,290000.0,4.6,1568.0,
4,1800000.0,4.6,601.0,158.0
2,805000.0,4.6,0.0,
3,1855000.0,4.6,304.0,125.0
3,1377000.0,4.6,314.0,
2,665000.0,4.6,0.0,70.0
2,751000.0,4.6,711.0,
3,1551000.0,4.6,199.0,103.0
1,415000.0,4.6,0.0,
2,743000.0,4.6,0.0,
2,1535000.0,4.6,243.0,
2,612500.0,4.6,859.0,71.0
3,2410000.0,4.6,249.0,171.0
2,690000.0,4.6,82.0,
2,695000.0,4.6,3194.0,
2,715000.0,4.6,0.0,82.0
3,2375000.0,4.6,472.0,
3,1980000.0,4.6,151.0,
2,1055000.0,4.6,191.0,151.0
4,1976000.0,4.6,410.0,275.0
1,382000.0,4.6,0.0,
1,499000.0,4.6,0.0,56.0
2,495000.0,4.6,0.0,85.0
5,3750000.0,4.6,827.0,344.0
3,1400000.0,4.6,164.0,126.0
1,370000.0,4.6,0.0,44.0
2,627500.0,4.6,0.0,89.0
2,710000.0,4.6,0.0,
1,485000.0,4.6,0.0,
1,310000.0,4.6,0.0,
3,3120000.0,4.6,677.0,
2,450000.0,4.6,0.0,
3,2160000.0,4.6,387.0,
2,815000.0,10.5,589.0,120.0
3,720000.0,10.5,505.0,
4,1370000.0,10.5,481.0,
2,757000.0,10.5,275.0,
3,740600.0,10.5,337.0,
3,580000.0,10.5,577.0,
2,565000.0,10.5,201.0,107.0
5,1587500.0,10.5,599.0,
4,758500.0,10.5,510.0,
3,994000.0,10.5,807.0,192.0
3,725000.0,10.5,665.0,
2,725000.0,10.5,577.0,
3,743000.0,10.5,673.0,
3,785000.0,10.5,592.0,130.0
3,620000.0,10.5,215.0,118.0
2,700000.0,10.5,608.0,
3,706750.0,10.5,250.0,125.0
2,584000.0,10.5,428.0,84.0
3,909000.0,10.5,585.0,134.0
4,1086000.0,10.5,724.0,161.0
2,680000.0,10.5,605.0,78.0
2,440000.0,10.5,281.0,
2,650000.0,10.5,620.0,85.0
5,890000.0,10.5,596.0,172.0
3,650000.0,10.5,582.0,90.0
3,659500.0,10.5,608.0,
3,725000.0,10.5,580.0,
2,605000.0,10.5,166.0,87.0
8,770000.0,10.5,638.0,115.0
3,950000.0,10.5,800.0,118.0
4,856000.0,10.5,722.0,208.0
3,600000.0,10.5,251.0,200.0
2,450000.0,10.5,0.0,82.0
2,1060000.0,10.5,837.0,
3,850000.0,10.5,590.0,
2,510000.0,10.5,244.0,
3,1100000.0,10.5,613.0,
3,915000.0,10.5,748.0,101.0
2,400000.0,10.5,127.0,83.0
2,526000.0,10.5,310.0,
2,570000.0,10.5,428.0,
3,550000.0,10.5,420.0,90.0
2,510000.0,10.5,174.0,
2,590000.0,10.5,586.0,80.0
2,920000.0,10.5,932.0,97.0
2,460000.0,10.5,508.0,79.0
3,662500.0,10.5,552.0,
4,1000500.0,10.5,592.0,191.0
3,631000.0,10.5,596.0,99.0
5,765000.0,9.4,415.0,
3,691000.0,9.4,624.0,86.0
3,560000.0,9.4,523.0,87.0
2,735000.0,9.4,602.0,
3,830000.0,9.4,643.0,
3,330000.0,9.4,468.0,
1,405000.0,9.4,374.0,
